id,Brand,Model,Price,Weight,Stiffness,Balance_Point,Image,Description
56,Yonex,Astrox 02 Ability,660000,82,Flex,Head Heavy,https://www.yonex.com/media/catalog/product/a/x/ax01a_red.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 02 Ability adalah kemajuan signifikan dari pendahulunya, menawarkan pengalaman lebih baik bagi pemain yang fokus pada strategi ofensif. Sistem Rotational Generator System menyesuaikan frame dengan setiap pukulan, memberikan kontrol dan akselerasi yang luar biasa. Raket ini dilengkapi desain Slim Shaft yang mengurangi hambatan udara, serta aerodinamika yang ditingkatkan dari Aero Plus Box, memastikan responsivitas dan stabilitas optimal di lapangan. Aero Plus Box menggabungkan kecepatan ayun yang cepat dengan sensasi solid, sementara Control Support Cap memberikan pegangan yang lebih lebar untuk meningkatkan manuverabilitas. Teknologi ISOMETRIC juga memperbesar sweet spot hingga 7% dibandingkan frame bulat, meningkatkan presisi dan kekuatan pada setiap pukulan."
57,Yonex,Astrox Lite 21i,580000,77,Flex,Head Heavy,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/96/MTA-161349423/br-m036969-14045_raket-badminton-yonex-astrox-lite-21i-5u5z-original-black_full01-7806f72a.jpg,"Yonex Astrox Lite 21i dikembangkan di Jepang dan diproduksi di China. Raket ini menggunakan Nanomesh Neo, material yang mempercepat pengembalian shaft setelah kontak dengan shuttlecock, memungkinkan Anda untuk segera melakukan pukulan berikutnya. Desain Aero-Box frame mengurangi hambatan udara, sehingga aliran udara lebih cepat saat ayunan, meningkatkan kecepatan kepala raket dan mentransfer lebih banyak kekuatan ke setiap pukulan. Raket ini memiliki potensi besar sebagai raket serba guna, ideal untuk pemain ganda, karena bobot dan panjangnya memudahkan manuver."
58,Yonex,Astrox Lite 27i,650000,77,Flex,Head Heavy,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/MTA-127113876/yonex_yonex_badminton_frame_astrox_lite_27i_full04_lrmdbet.jpeg,"Yonex Astrox Lite 27i adalah raket grafit penuh yang dikembangkan di Jepang dan diproduksi di China. Desain kosmetik pada shaft raket sedikit mirip dengan raket Astrox 100ZZ, dan shaft Astrox 27i Lite ini 10mm lebih panjang. Seperti raket lain dalam seri ringan ini, raket Yonex ini juga dilengkapi dengan Nanomesh Neo untuk mempercepat pengembalian shaft setelah kontak dengan shuttlecock, memungkinkan pukulan berikutnya dilakukan cepat., material yang mempercepat pengembalian shaft. Raket ini memiliki Hi-Flexible Shaft dan datang dengan senar dari pabrik."
59,Yonex,Duora Z Strike 3U,2550000,87,Stiff,Even Balance,https://www.yonex.com/media/catalog/product/d/u/duo-zs.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Duora Z Strike adalah raket badminton yang mengusung teknologi Dual Optimum Frame dengan penampang berbeda: satu sisi berbentuk kotak dan sisi lainnya aerodinamis. Desain ini memberikan keuntungan bagi pemain, dengan sisi Aero meningkatkan aerodinamika untuk mempercepat ayunan, sementara sisi Box memberikan stabilitas dan daya tolak yang lebih baik. Raket ini dilengkapi teknologi seperti Nanometric, yang meningkatkan kekuatan ikatan antara serat karbon dan memungkinkan pengurangan ketebalan poros hingga 60% tanpa mengurangi kekakuan. Nanometric DR memberikan pegangan shuttle yang kuat, sementara Aero + Box Frame menggabungkan sensasi pukulan yang solid dan ayunan cepat. Compact Frame mengurangi hambatan udara, dan Dual Optimum System memaksimalkan kekuatan pukulan forehand dan backhand. Desain grommet Duora dengan 8 grommet yang terhubung memperkuat kekakuan pada sisi box, meningkatkan daya lontar shuttlecock. Horizontal-A Concept menciptakan pola grommet yang memperbesar sweet spot, sedangkan bentuk Isometric menjaga panjang string untuk menghasilkan sweet spot yang lebih luas. Solid Feel Core mengurangi getaran saat benturan, sementara Control Support Cap menyediakan permukaan datar yang lebih lebar untuk genggaman yang lebih mudah."
60,Yonex,Duora Z Strike 2U,2550000,92,Stiff,Even Balance,https://www.yonex.com/media/catalog/product/d/u/duo-zs.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Duora Z Strike adalah raket badminton yang mengusung teknologi Dual Optimum Frame dengan penampang berbeda: satu sisi berbentuk kotak dan sisi lainnya aerodinamis. Desain ini memberikan keuntungan bagi pemain, dengan sisi Aero meningkatkan aerodinamika untuk mempercepat ayunan, sementara sisi Box memberikan stabilitas dan daya tolak yang lebih baik. Raket ini dilengkapi teknologi seperti Nanometric, yang meningkatkan kekuatan ikatan antara serat karbon dan memungkinkan pengurangan ketebalan poros hingga 60% tanpa mengurangi kekakuan. Nanometric DR memberikan pegangan shuttle yang kuat, sementara Aero + Box Frame menggabungkan sensasi pukulan yang solid dan ayunan cepat. Compact Frame mengurangi hambatan udara, dan Dual Optimum System memaksimalkan kekuatan pukulan forehand dan backhand. Desain grommet Duora dengan 8 grommet yang terhubung memperkuat kekakuan pada sisi box, meningkatkan daya lontar shuttlecock. Horizontal-A Concept menciptakan pola grommet yang memperbesar sweet spot, sedangkan bentuk Isometric menjaga panjang string untuk menghasilkan sweet spot yang lebih luas. Solid Feel Core mengurangi getaran saat benturan, sementara Control Support Cap menyediakan permukaan datar yang lebih lebar untuk genggaman yang lebih mudah."
61,Yonex,Nanoflare 1000Z 3U,2590000,87,Stiff,Head Light,https://www.yonex.com/media/catalog/product/n/a/nanoflare_1000_z.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 1000Z adalah raket yang memecahkan rekor, digunakan oleh Satwick Rankireddy dan Pearly Tan untuk mencetak rekor dunia smash tercepat, yaitu 565 km/jam dan 438 km/jam. Raket unggulan terbaru dari Yonex ini menawarkan kecepatan shuttle yang belum pernah ada sebelumnya, dilengkapi dengan teknologi mutakhir. Nanoflare 1000 dirancang untuk pemain yang menginginkan kecepatan pukulan dan ayunan tambahan dengan manuver yang gesit, serta kini digunakan oleh medalis emas Olimpiade Rio, Carolina Marin (ESP), medalis perak All England 2022, Lakshya Sen (IND), dan juara Prancis Terbuka 2022, He Bing Jiao (CHN). Teknologi yang diusung meliputi Nanometric DR, material karbon baru yang memberikan pegangan shuttle yang kokoh dan daya tolak tinggi, serta Compact Frame yang mengurangi hambatan udara untuk menjaga kecepatan ayunan. M40X adalah serat karbon generasi berikutnya yang kuat dan elastis, sementara Solid Feel Core mengurangi getaran saat pukulan. Sonic Flare System memadukan material grafit TORAYCAR M40X dan SUPER HMG untuk kekuatan dan stabilitas luar biasa, dan Ultra PE Fiber pada shaft memberikan penyerapan guncangan maksimum. Built-in T-Joint yang ringan meningkatkan stabilitas shuttle di senar, memaksimalkan kekuatan dan kontrol, sedangkan Speed-Assist Bumper mengurangi deformasi frame dan meningkatkan performa."
62,Yonex,Nanoflare 1000Z 4U,2590000,82,Stiff,Head Light,https://www.yonex.com/media/catalog/product/n/a/nanoflare_1000_z.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 1000Z adalah raket yang memecahkan rekor, digunakan oleh Satwick Rankireddy dan Pearly Tan untuk mencetak rekor dunia smash tercepat, yaitu 565 km/jam dan 438 km/jam. Raket unggulan terbaru dari Yonex ini menawarkan kecepatan shuttle yang belum pernah ada sebelumnya, dilengkapi dengan teknologi mutakhir. Nanoflare 1000 dirancang untuk pemain yang menginginkan kecepatan pukulan dan ayunan tambahan dengan manuver yang gesit, serta kini digunakan oleh medalis emas Olimpiade Rio, Carolina Marin (ESP), medalis perak All England 2022, Lakshya Sen (IND), dan juara Prancis Terbuka 2022, He Bing Jiao (CHN). Teknologi yang diusung meliputi Nanometric DR, material karbon baru yang memberikan pegangan shuttle yang kokoh dan daya tolak tinggi, serta Compact Frame yang mengurangi hambatan udara untuk menjaga kecepatan ayunan. M40X adalah serat karbon generasi berikutnya yang kuat dan elastis, sementara Solid Feel Core mengurangi getaran saat pukulan. Sonic Flare System memadukan material grafit TORAYCAR M40X dan SUPER HMG untuk kekuatan dan stabilitas luar biasa, dan Ultra PE Fiber pada shaft memberikan penyerapan guncangan maksimum. Built-in T-Joint yang ringan meningkatkan stabilitas shuttle di senar, memaksimalkan kekuatan dan kontrol, sedangkan Speed-Assist Bumper mengurangi deformasi frame dan meningkatkan performa."
63,Yonex,Nanoflare 1000 Tour 3U,2220000,87,Stiff,Head Light,https://www.yonex.com/media/catalog/product/n/a/nanoflare_1000tour_02.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 1000 Tour adalah raket luar biasa yang menawarkan kecepatan shuttle yang belum pernah ada sebelumnya, dilengkapi dengan berbagai teknologi canggih. Raket ini dirancang untuk pemain tingkat lanjutan yang mencari tambahan kecepatan pukulan dan ayunan dengan manuver gesit. Teknologi Nanocell NEO memberikan material grafit yang tahan lama dan fleksibel, sementara Aero Frame dengan kontur halus mengurangi hambatan angin dan meningkatkan kecepatan raket. Compact Frame yang lebih kecil menjaga keseimbangan bobot raket yang berat di bagian atas, memungkinkan ayunan cepat dengan mengurangi drag. Sonic Flare System memanfaatkan material grafit revolusioner TORAYCAR M40X dan SUPER HMG untuk memberikan kekuatan dan stabilitas yang tak tertandingi. Built-in T-Joint meningkatkan kekuatan antara frame dan shaft, menghilangkan puntiran kepala raket untuk kontrol lebih baik. Terakhir, Speed-Assist Bumper adalah grommet yang dipasang di bagian bawah frame untuk mengurangi deformasi dan meningkatkan performa tolak."
64,Yonex,Nanoflare 1000 Tour 4U,2220000,82,Stiff,Head Light,https://www.yonex.com/media/catalog/product/n/a/nanoflare_1000tour_02.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 1000 Tour adalah raket luar biasa yang menawarkan kecepatan shuttle yang belum pernah ada sebelumnya, dilengkapi dengan berbagai teknologi canggih. Raket ini dirancang untuk pemain tingkat lanjutan yang mencari tambahan kecepatan pukulan dan ayunan dengan manuver gesit. Teknologi Nanocell NEO memberikan material grafit yang tahan lama dan fleksibel, sementara Aero Frame dengan kontur halus mengurangi hambatan angin dan meningkatkan kecepatan raket. Compact Frame yang lebih kecil menjaga keseimbangan bobot raket yang berat di bagian atas, memungkinkan ayunan cepat dengan mengurangi drag. Sonic Flare System memanfaatkan material grafit revolusioner TORAYCAR M40X dan SUPER HMG untuk memberikan kekuatan dan stabilitas yang tak tertandingi. Built-in T-Joint meningkatkan kekuatan antara frame dan shaft, menghilangkan puntiran kepala raket untuk kontrol lebih baik. Terakhir, Speed-Assist Bumper adalah grommet yang dipasang di bagian bawah frame untuk mengurangi deformasi dan meningkatkan performa tolak."
65,Yonex,Nanoflare 1000 Game ,1300000,82,Medium,Head Light,https://www.yonex.com/media/catalog/product/n/a/nanoflare_1000game.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 1000 Game adalah versi yang lebih terjangkau dari raket bulutangkis profesional Nanoflare 1000Z, dirancang khusus untuk pemain tingkat menengah. Raket ini dilengkapi dengan berbagai teknologi canggih yang memungkinkan Anda meningkatkan permainan dengan kekuatan menyerang. Teknologi Nanocell NEO memberikan material grafit yang tahan lama dan fleksibel, sementara Aero Frame dengan kontur halus mengurangi hambatan angin dan meningkatkan kecepatan raket. Sonic Flare System menggabungkan material grafit revolusioner TORAYCAR M40X dan SUPER HMG untuk memberikan kekuatan dan stabilitas yang tak tertandingi, meningkatkan akselerasi shuttle maksimum. Built-in T-Joint meningkatkan kekuatan antara frame dan shaft, menghilangkan puntiran kepala raket untuk kontrol yang lebih baik. Selain itu, Energy Boost Cap Plus adalah cap yang dirancang khusus untuk memaksimalkan kinerja shaft, memungkinkan fleksibilitas dan stabilitas pada wajah raket."
66,Yonex,Nanoflare 1000 Play ,809000,82,Medium,Head Light,https://www.yonex.com/media/catalog/product/n/a/nanoflare_1000play.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 1000 Play adalah versi yang lebih terjangkau dari raket bulutangkis profesional Nanoflare 1000Z, dirancang khusus untuk pemain pemula hingga menengah. Raket ini dilengkapi dengan teknologi canggih yang memungkinkan Anda meningkatkan permainan dengan kekuatan menyerang. Desain Aero Frame memiliki kontur halus di bagian kepala raket, mengurangi hambatan angin dan meningkatkan kecepatan raket. Sonic Flare System menggabungkan material grafit revolusioner TORAYCAR M40X dan SUPER HMG untuk memberikan kekuatan dan stabilitas yang luar biasa, meningkatkan akselerasi shuttle maksimum. Selain itu, desain Isometric yang telah dikembangkan selama lebih dari 30 tahun meningkatkan sweet spot hingga 7%, memungkinkan raket ini menghasilkan pukulan yang lebih akurat dengan memaksimalkan pertemuan antara senar utama dan silang."
67,Yonex,Nanoflare 800 Pro 3U,2627000,87,Stiff,Head Light,https://www.yonex.com/media/catalog/product/a/l/all_nf-800p_269-1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 800 Pro adalah pilihan utama bagi juara dunia Ratchanok Intanon dan Soh Wooi Yik, dilengkapi dengan teknologi untuk permainan cepat dan agresif serta kekuatan solid. Terbuat dari grafit modulus tinggi, raket ini menawarkan stabilitas dan daya tahan luar biasa, ideal untuk permainan ganda tingkat tinggi, terutama bagi pemain yang suka menyerang dekat net. Dengan keseimbangan kepala ringan, raket ini mudah diputar, memungkinkan Anda bertahan dari smash atau bermain dalam reli datar. Raket ini memiliki tambahan senar silang untuk meningkatkan kepadatan senar dan Sonic Flare System yang menggunakan grafit modulus tinggi di bagian atas dan bawah frame untuk menghasilkan kecepatan tinggi saat mengenai shuttlecock. Frame raket dirancang khusus untuk drive, dengan sudut tajam dari area senar ke T-joint dan penggunaan tembaga di bagian bawah untuk meningkatkan kekakuan dan repulsi. Profil lebar frame memberikan stabilitas tambahan, mengurangi pembengkokan saat ayunan dan menghasilkan pukulan yang kuat dan terkontrol. Fitur-fitur termasuk AERO Frame, ISOMETRIC, M40X, Ultra PE Fiber, Super Slim Shaft, Energy Boost CAP PLUS, dan New Built In T-Joint, yang semuanya berkontribusi pada performa tinggi raket ini."
68,Yonex,Nanoflare 800 Pro 4U,2627000,82,Stiff,Head Light,https://www.yonex.com/media/catalog/product/a/l/all_nf-800p_269-1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 800 Pro adalah pilihan utama bagi juara dunia Ratchanok Intanon dan Soh Wooi Yik, dilengkapi dengan teknologi untuk permainan cepat dan agresif serta kekuatan solid. Terbuat dari grafit modulus tinggi, raket ini menawarkan stabilitas dan daya tahan luar biasa, ideal untuk permainan ganda tingkat tinggi, terutama bagi pemain yang suka menyerang dekat net. Dengan keseimbangan kepala ringan, raket ini mudah diputar, memungkinkan Anda bertahan dari smash atau bermain dalam reli datar. Raket ini memiliki tambahan senar silang untuk meningkatkan kepadatan senar dan Sonic Flare System yang menggunakan grafit modulus tinggi di bagian atas dan bawah frame untuk menghasilkan kecepatan tinggi saat mengenai shuttlecock. Frame raket dirancang khusus untuk drive, dengan sudut tajam dari area senar ke T-joint dan penggunaan tembaga di bagian bawah untuk meningkatkan kekakuan dan repulsi. Profil lebar frame memberikan stabilitas tambahan, mengurangi pembengkokan saat ayunan dan menghasilkan pukulan yang kuat dan terkontrol. Fitur-fitur termasuk AERO Frame, ISOMETRIC, M40X, Ultra PE Fiber, Super Slim Shaft, Energy Boost CAP PLUS, dan New Built In T-Joint, yang semuanya berkontribusi pada performa tinggi raket ini."
69,Yonex,Nanoflare 800 Tour 3U,1979000,87,Stiff,Head Light,https://www.yonex.com/media/catalog/product/i/n/int_nf-800t_269-1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 800 Tour adalah versi yang disesuaikan dari raket Nanoflare 800 Pro, dirancang untuk pemain tingkat lanjut yang menginginkan raket profesional. Raket ini cocok untuk permainan cepat yang memerlukan refleks tinggi, ideal untuk permainan ganda dan menyerang dekat net. Dengan keseimbangan kepala ringan, raket ini mudah diputar untuk bertahan dari smash atau bermain dalam reli datar. Shaft Super Slim mengurangi hambatan udara dan meningkatkan sensasi. Sonic Flare System dengan grafit modulus tinggi di bagian atas dan bawah frame menghasilkan kecepatan tinggi saat mengenai shuttlecock. Frame raket, dirancang untuk drive, memiliki sudut tajam dari area senar ke T-joint, dengan tembaga di bagian bawah untuk meningkatkan kekakuan dan repulsi. Profil lebar frame memberikan stabilitas tambahan, mengurangi pembengkokan saat ayunan dan menghasilkan pukulan kuat. Fitur lainnya termasuk Nanocell NEO, ISOMETRIC untuk peningkatan sweet spot, dan Built In T-Joint untuk kontrol lebih baik."
70,Yonex,Nanoflare 800 Tour 4U,1979000,82,Stiff,Head Light,https://www.yonex.com/media/catalog/product/i/n/int_nf-800t_269-1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 800 Tour adalah versi yang disesuaikan dari raket Nanoflare 800 Pro, dirancang untuk pemain tingkat lanjut yang menginginkan raket profesional. Raket ini cocok untuk permainan cepat yang memerlukan refleks tinggi, ideal untuk permainan ganda dan menyerang dekat net. Dengan keseimbangan kepala ringan, raket ini mudah diputar untuk bertahan dari smash atau bermain dalam reli datar. Shaft Super Slim mengurangi hambatan udara dan meningkatkan sensasi. Sonic Flare System dengan grafit modulus tinggi di bagian atas dan bawah frame menghasilkan kecepatan tinggi saat mengenai shuttlecock. Frame raket, dirancang untuk drive, memiliki sudut tajam dari area senar ke T-joint, dengan tembaga di bagian bawah untuk meningkatkan kekakuan dan repulsi. Profil lebar frame memberikan stabilitas tambahan, mengurangi pembengkokan saat ayunan dan menghasilkan pukulan kuat. Fitur lainnya termasuk Nanocell NEO, ISOMETRIC untuk peningkatan sweet spot, dan Built In T-Joint untuk kontrol lebih baik."
71,Yonex,Nanoflare 800 Game,1329000,82,Medium,Head Light,https://www.yonex.com/media/catalog/product/a/l/all_nf-800g_269-1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 800 Game dirancang untuk kecepatan luar biasa yang mendukung permainan agresif dan reli cepat. Raket ini merupakan versi terjangkau dan ramah pengguna dari Yonex Nanoflare 800 Pro dan Nanoflare 800 Tour, yang dibuat di Jepang untuk para profesional. Dengan desain Wide Profile Frame dan Sonic Flare System, raket ini menghasilkan repulsi tinggi saat benturan dan mengurangi hambatan udara. Bentuk frame dan penggunaan tembaga di bagian dasar meningkatkan kekakuan untuk repulsi lebih jauh dan pukulan yang lebih cepat. Dilengkapi dengan Nanocell NEO, inovasi terbaru dalam ilmu material, raket ini menawarkan grafit yang tahan lama namun fleksibel. Dengan raket ini, ayunan Anda akan mendapatkan dorongan kekuatan tanpa kehilangan kontrol berkat konstruksinya yang kuat. Nanoflare 800 Game ditujukan untuk pemain tingkat menengah hingga lanjutan yang ingin menguasai rally dengan kecepatan maksimum dan tenaga yang effortless."
72,Yonex,Nanoflare 800 Play,739000,82,Medium,Head Light,https://www.yonex.com/media/catalog/product/i/n/int_nf-800pl_269-1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 800 Play adalah versi lebih terjangkau yang disesuaikan dari raket Nanoflare 800 Pro, dirancang untuk memenuhi kebutuhan pemain pemula yang ingin menggunakan raket serupa dengan yang digunakan oleh para profesional. Raket ini sangat cocok untuk permainan cepat yang memerlukan refleks tinggi, ideal untuk permainan ganda tingkat tinggi, terutama bagi pemain yang suka menyerang dekat net. Dengan keseimbangan kepala ringan, raket ini mudah diputar, memungkinkan Anda bertahan dari smash atau bermain dalam reli datar. Shaft Super Slim yang digunakan adalah yang teringan dari Yonex, secara signifikan mengurangi hambatan udara dan memberikan sensasi yang lebih baik. Ditambah dengan Sonic Flare System, yang menggunakan grafit modulus tinggi di bagian atas dan bawah frame, raket ini terbukti menghasilkan kecepatan awal tinggi saat mengenai shuttlecock."
73,Yonex,Nanoflare 700 Pro 4U,2579000,82,Medium,Head Light,https://www.yonex.com/media/catalog/product/a/l/all_nf-700p_339-1_2.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 700 Pro adalah pilihan tepat untuk pemain tingkat lanjut yang mencari raket agresif yang memadukan kelincahan, presisi, dan kekuatan. Raket ini menggabungkan teknologi Yonex dengan material berkualitas tinggi seperti HM Graphite, M40X, dan Super HMG, memberikan semua yang diperlukan untuk mendominasi lapangan dengan stabilitas dan kontrol, bahkan dalam reli intens. M40X, material grafit generasi terbaru, menawarkan elastisitas dan kekuatan luar biasa, menjamin stabilitas tanpa kompromi. Dengan fleksibilitas sedang dan keseimbangan kepala ringan, 700 Pro memungkinkan permainan agresif dengan kontrol dan akurasi yang sangat baik. Teknologi seperti Sonic Flare System, Built-In T Joint, dan Solid Feel Core meningkatkan stabilitas dan sensasi raket, memastikan Anda selalu siap saat setiap pukulan penting. Raket ini dirancang untuk memberikan sensasi responsif, memungkinkan Anda mengeksekusi pukulan kuat dan akurat dengan mudah. Dibuat di Jepang, raket ini memenuhi standar kualitas tertinggi Yonex dan merupakan pilihan sempurna bagi pemain yang menginginkan raket kelas atas. Fitur-fitur seperti ISOMETRIC untuk meningkatkan sweet spot hingga 7%, Sonic Flare System untuk kekuatan dan stabilitas, Super Slim Shaft untuk mengurangi hambatan udara, dan AERO Frame untuk meningkatkan kecepatan ayunan menambah keunggulan raket ini."
74,Yonex,Nanoflare 700 Pro 5U,2579000,77,Medium,Head Light,https://www.yonex.com/media/catalog/product/a/l/all_nf-700p_339-1_2.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 700 Pro adalah pilihan tepat untuk pemain tingkat lanjut yang mencari raket agresif yang memadukan kelincahan, presisi, dan kekuatan. Raket ini menggabungkan teknologi Yonex dengan material berkualitas tinggi seperti HM Graphite, M40X, dan Super HMG, memberikan semua yang diperlukan untuk mendominasi lapangan dengan stabilitas dan kontrol, bahkan dalam reli intens. M40X, material grafit generasi terbaru, menawarkan elastisitas dan kekuatan luar biasa, menjamin stabilitas tanpa kompromi. Dengan fleksibilitas sedang dan keseimbangan kepala ringan, 700 Pro memungkinkan permainan agresif dengan kontrol dan akurasi yang sangat baik. Teknologi seperti Sonic Flare System, Built-In T Joint, dan Solid Feel Core meningkatkan stabilitas dan sensasi raket, memastikan Anda selalu siap saat setiap pukulan penting. Raket ini dirancang untuk memberikan sensasi responsif, memungkinkan Anda mengeksekusi pukulan kuat dan akurat dengan mudah. Dibuat di Jepang, raket ini memenuhi standar kualitas tertinggi Yonex dan merupakan pilihan sempurna bagi pemain yang menginginkan raket kelas atas. Fitur-fitur seperti ISOMETRIC untuk meningkatkan sweet spot hingga 7%, Sonic Flare System untuk kekuatan dan stabilitas, Super Slim Shaft untuk mengurangi hambatan udara, dan AERO Frame untuk meningkatkan kecepatan ayunan menambah keunggulan raket ini."
75,Yonex,Nanoflare 700 Tour 4U,1689000,82,Medium,Head Light,https://www.yonex.com/media/catalog/product/a/l/all_nf-700t_339-1_2_1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 700 Tour dirancang untuk pemain tingkat lanjut yang mencari raket agresif yang menggabungkan kelincahan, presisi, dan kekuatan. Terbuat dari HM Graphite, Super HMG, dan Ultra PE Fiber, raket ini berfokus pada performa dengan memanfaatkan teknologi Yonex yang menjadikannya pilihan luar biasa. Ultra PE Fiber di frame memberikan kekuatan tinggi sambil menjaga berat raket yang ringan, sehingga mudah dimanipulasi tanpa mengorbankan stabilitas atau daya tahan. Teknologi seperti Built-In T-Joint dan Control Support Cap meningkatkan stabilitas, memastikan Anda tetap menguasai permainan dalam reli yang intens. Raket ini menawarkan kualitas profesional dan menjadi pilihan tepat bagi pemain menengah hingga lanjutan yang ingin meningkatkan permainan. Fitur-fitur seperti ISOMETRIC untuk meningkatkan sweet spot hingga 7%, Sonic Flare System untuk kekuatan maksimum, Super Slim Shaft untuk mengurangi hambatan udara, dan AERO Frame untuk kecepatan ayunan berkontribusi pada performa tinggi raket ini."
76,Yonex,Nanoflare 700 Tour 5U,1689000,77,Medium,Head Light,https://www.yonex.com/media/catalog/product/a/l/all_nf-700t_339-1_2_1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 700 Tour dirancang untuk pemain tingkat lanjut yang mencari raket agresif yang menggabungkan kelincahan, presisi, dan kekuatan. Terbuat dari HM Graphite, Super HMG, dan Ultra PE Fiber, raket ini berfokus pada performa dengan memanfaatkan teknologi Yonex yang menjadikannya pilihan luar biasa. Ultra PE Fiber di frame memberikan kekuatan tinggi sambil menjaga berat raket yang ringan, sehingga mudah dimanipulasi tanpa mengorbankan stabilitas atau daya tahan. Teknologi seperti Built-In T-Joint dan Control Support Cap meningkatkan stabilitas, memastikan Anda tetap menguasai permainan dalam reli yang intens. Raket ini menawarkan kualitas profesional dan menjadi pilihan tepat bagi pemain menengah hingga lanjutan yang ingin meningkatkan permainan. Fitur-fitur seperti ISOMETRIC untuk meningkatkan sweet spot hingga 7%, Sonic Flare System untuk kekuatan maksimum, Super Slim Shaft untuk mengurangi hambatan udara, dan AERO Frame untuk kecepatan ayunan berkontribusi pada performa tinggi raket ini."
77,Yonex,Nanoflare 700 Game,1209000,82,Flex,Head Light,https://www.yonex.com/media/catalog/product/a/l/all_nf-700g_339-1_2_1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 700 Game dirancang untuk meningkatkan keterampilan pemain menengah dengan gaya bermain agresif, menggabungkan kekuatan, kecepatan, dan kenyamanan dalam satu raket. Terbuat dari HM Graphite, Nanocell NEO, dan Super HMG, raket ini mengutamakan kualitas dan performa. Dengan keseimbangan kepala ringan dan bobot rendah 82 gram, raket ini menawarkan manuverabilitas yang sangat baik, memungkinkan Anda menyerang dan mengendalikan permainan dengan efektif. Shaft Hi-Flex memberikan sensasi lebih lembut dan meningkatkan repulsi, memberikan daya ledak tambahan pada setiap pukulan. Ini diperkuat oleh Sonic Flare System, yang menggabungkan Torayca M40X dan Super HMG untuk memberikan kekuatan luar biasa dan stabilitas, memastikan pukulan Anda akurat. Fitur-fitur yang dimiliki termasuk ISOMETRIC, yang meningkatkan sweet spot hingga 7% dengan mengoptimalkan persimpangan senar; Super Slim Shaft, yang mengurangi hambatan udara; AERO Frame, yang mempercepat ayunan; Energy Boost CAP PLUS untuk memaksimalkan kinerja shaft; Built In T-Joint, yang meningkatkan kekuatan antara frame dan shaft; serta Nanocell NEO, material grafit yang fleksibel dan tahan lama, menjadikannya pilihan ideal bagi pemain yang ingin mengasah kemampuan mereka."
78,Yonex,Nanoflare 700 Play,659000,82,Flex,Head Light,https://www.yonex.com/media/catalog/product/i/n/int_nf-700pl_339-1_2_1.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Nanoflare 700 Play adalah raket ramah pengguna yang dirancang untuk mengembangkan keterampilan pemain pemula dengan tampilan profesional. Terbuat dari bingkai grafit yang tahan lama dan shaft hi-flex, raket ini ringan, gesit, dan mudah digunakan, sehingga ideal untuk pemain baru yang ingin mengembangkan permainan agresif dan terkontrol. Dengan bobot hanya 82 gram, raket ini sangat memaafkan, memungkinkan pemain menikmati permainan sambil mempelajari dasar-dasarnya. Keseimbangan kepala ringan memberikan pergerakan dan kelincahan yang luar biasa, menjadikannya pilihan tepat bagi mereka yang ingin mengasah gaya bermain agresif. Fitur-fitur raket ini mencakup ISOMETRIC, yang meningkatkan sweet spot hingga 7% dengan mengoptimalkan persimpangan senar, Sonic Flare System untuk kekuatan dan stabilitas maksimal; Slim Shaft yang mengurangi hambatan udara dan AERO Frame dengan kontur halus untuk meningkatkan kecepatan raket."
